category,wayback_timestamp,original_url,wayback_download_url,suggested_filename,notes,local_path,status,bytes,sha256,error
event,20150826071444,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1896.thumbnail.jpg,https://web.archive.org/web/20150826071444id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1896.thumbnail.jpg,dscn1896.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/dscn1896.thumbnail.jpg,downloaded,2415,b328e623114333208fabbe73ac1fad59a91048a176a6e1ad023bf04e5a61e91c,
event,20140518211838,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1898-sm.jpg,https://web.archive.org/web/20140518211838id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1898-sm.jpg,dscn1898-sm.jpg,Legacy Lodge/event photo,recovered_images/event/dscn1898-sm.jpg,downloaded,71204,ef33a97d357105aa7c5807a77b0365b4a482e92b5d1ba5042d33ab506a7c34bf,
event,20150825233730,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/img_0067m.jpg,https://web.archive.org/web/20150825233730id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/img_0067m.jpg,img_0067m.jpg,Legacy Lodge/event photo,recovered_images/event/img_0067m.jpg,downloaded,525430,baff453120eaa12fb5705efd05cefbf2aeaf0cc566c34722411b1390cf301e9d,
event,20150826014704,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5692.thumbnail.jpg,https://web.archive.org/web/20150826014704id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5692.thumbnail.jpg,img_5692.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5692.thumbnail.jpg,downloaded,1377,c721d485eb6b66a7892b4daabd88972aaecdd9996b63f2de6c2bf6d072802aa7,
event,20160527164213,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5693.thumbnail.jpg,https://web.archive.org/web/20160527164213id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5693.thumbnail.jpg,img_5693.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5693.thumbnail.jpg,downloaded,1696,727320c2acc7c96c6d6e7d17b044168f3014f5957f5fa261e9025558f92f3862,
event,20150826014515,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5695.thumbnail.jpg,https://web.archive.org/web/20150826014515id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5695.thumbnail.jpg,img_5695.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5695.thumbnail.jpg,downloaded,2380,a02b20392c4110d4a13891c1923807aacde3a9888716ae2632f399948fe02a55,
event,20150826033451,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5698.thumbnail.jpg,https://web.archive.org/web/20150826033451id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5698.thumbnail.jpg,img_5698.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5698.thumbnail.jpg,downloaded,1324,1ce394efbf1b2bd823fd7e837533054aa0e7df19eaeaf6c885ac4119864e7248,
event,20150826010637,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5700.thumbnail.jpg,https://web.archive.org/web/20150826010637id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5700.thumbnail.jpg,img_5700.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5700.thumbnail.jpg,downloaded,2372,51aefeaad3502c7974fab339947674e3084720dfbf806a5e771080f063a16d68,
event,20160527120351,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5700_0.thumbnail.jpg,https://web.archive.org/web/20160527120351id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5700_0.thumbnail.jpg,img_5700_0.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5700_0.thumbnail.jpg,downloaded,2372,51aefeaad3502c7974fab339947674e3084720dfbf806a5e771080f063a16d68,
event,20150826005806,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5705.thumbnail.jpg,https://web.archive.org/web/20150826005806id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5705.thumbnail.jpg,img_5705.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5705.thumbnail.jpg,downloaded,1898,6dd032ac9ae994ee9dbf0f396a1f28bd7edb153abe862a1b8fd80a5beded2236,
event,20150826010104,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5706.thumbnail.jpg,https://web.archive.org/web/20150826010104id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5706.thumbnail.jpg,img_5706.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5706.thumbnail.jpg,downloaded,1899,10e73e3178f780afbee4164c44fe70bf5094d584759e7551cdcd92d21ae2fa8c,
event,20150826011923,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5713.thumbnail.jpg,https://web.archive.org/web/20150826011923id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5713.thumbnail.jpg,img_5713.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5713.thumbnail.jpg,downloaded,1637,4317d340b833d068e34ee9e62a9385d85d89af122c8b3275606d647e8ec2508d,
event,20150826011359,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5715.thumbnail.jpg,https://web.archive.org/web/20150826011359id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5715.thumbnail.jpg,img_5715.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5715.thumbnail.jpg,downloaded,1389,7f8808a4b376ecba3ece069fdf270d4b42ee009a69dbf5f07c83be6c2c2d87d0,
event,20150826011656,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5716.thumbnail.jpg,https://web.archive.org/web/20150826011656id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5716.thumbnail.jpg,img_5716.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5716.thumbnail.jpg,downloaded,1529,91cdceb2aeccbefbfe62efa20ca601c768f9c635638afa13ea909b63e5520796,
event,20150826015149,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5720.thumbnail.jpg,https://web.archive.org/web/20150826015149id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5720.thumbnail.jpg,img_5720.thumbnail.jpg,Legacy Lodge/event photo thumbnail,recovered_images/event/img_5720.thumbnail.jpg,downloaded,1114,6599c7ae20667c0ad50edbab2ae23fdfafced86d8e3da6da1d16b3a4726ce214,
