category,wayback_timestamp,original_url,wayback_download_url,suggested_filename,notes
site_asset,20240901010754,https://carletonlodge465.com/images/site/background_headerstrip.jpg,https://web.archive.org/web/20240901010754id_/https://carletonlodge465.com/images/site/background_headerstrip.jpg,background_headerstrip.jpg,Legacy site header background
site_asset,20240901003232,https://carletonlodge465.com/images/site/freedomisnotfree_mod.jpg,https://web.archive.org/web/20240901003232id_/https://carletonlodge465.com/images/site/freedomisnotfree_mod.jpg,freedomisnotfree_mod.jpg,Legacy remembrance image
site_asset,20240901010657,https://carletonlodge465.com/images/site/headerstrip.jpg,https://web.archive.org/web/20240901010657id_/https://carletonlodge465.com/images/site/headerstrip.jpg,headerstrip.jpg,Legacy site header strip
site_asset,20240901171656,https://carletonlodge465.com/images/site/Lodge-Logo.jpg,https://web.archive.org/web/20240901171656id_/https://carletonlodge465.com/images/site/Lodge-Logo.jpg,Lodge-Logo.jpg,Legacy Lodge logo
site_asset,20241212011111,https://carletonlodge465.com/images/site/lodge-picture-3-sepia.jpg,https://web.archive.org/web/20241212011111id_/https://carletonlodge465.com/images/site/lodge-picture-3-sepia.jpg,lodge-picture-3-sepia.jpg,Legacy Lodge image; sepia treatment
site_asset,20110201132028,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/carleton-lodge-logo.png,https://web.archive.org/web/20110201132028id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/carleton-lodge-logo.png,carleton-lodge-logo.png,Older Drupal-era Lodge logo
building,20150825212557,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonDirections.jpg,https://web.archive.org/web/20150825212557id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonDirections.jpg,CarletonDirections.jpg,Legacy directions/map asset
building,20150825212750,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonLodge465%20building.jpg,https://web.archive.org/web/20150825212750id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonLodge465%20building.jpg,CarletonLodge465-building.jpg,Authentic photograph of Carleton Lodge building
people,20141219225546,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/2014_wm_photo_small.jpg,https://web.archive.org/web/20141219225546id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/2014_wm_photo_small.jpg,2014_wm_photo_small.jpg,2014 Worshipful Master photograph
event,20140518211736,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/arctic_char_signage_2014.preview.jpg,https://web.archive.org/web/20140518211736id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/arctic_char_signage_2014.preview.jpg,arctic_char_signage_2014.preview.jpg,Arctic Char Dinner signage
event,20140518221723,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/char-poster-2014.preview.jpg,https://web.archive.org/web/20140518221723id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/char-poster-2014.preview.jpg,char-poster-2014.preview.jpg,Arctic Char Dinner poster
event,20150826072218,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0037.jpg,https://web.archive.org/web/20150826072218id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0037.jpg,dscn0037.jpg,Legacy Lodge/event photo; identify subject after review
event,20150825230644,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0040.thumbnail.jpg,https://web.archive.org/web/20150825230644id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0040.thumbnail.jpg,dscn0040.thumbnail.jpg,Legacy Lodge/event photo thumbnail
event,20150825230504,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0041.thumbnail.jpg,https://web.archive.org/web/20150825230504id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0041.thumbnail.jpg,dscn0041.thumbnail.jpg,Legacy Lodge/event photo thumbnail
event,20150826093548,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1887.thumbnail.jpg,https://web.archive.org/web/20150826093548id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1887.thumbnail.jpg,dscn1887.thumbnail.jpg,Legacy Lodge/event photo thumbnail
event,20150826070931,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1890.thumbnail.jpg,https://web.archive.org/web/20150826070931id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1890.thumbnail.jpg,dscn1890.thumbnail.jpg,Legacy Lodge/event photo thumbnail
event,20150826070639,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1891.thumbnail.jpg,https://web.archive.org/web/20150826070639id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn1891.thumbnail.jpg,dscn1891.thumbnail.jpg,Legacy Lodge/event photo thumbnail
